,query,scenario,variable,year_range,file_path
279,Show me near-surface air temperature data for a ssp370 CO2 emissions scenario for 245101-250012,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,Display the near-surface air temperature information corresponding to the ssp370 CO2 emissions scenario for the time range between 245101 and 250012.,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,I would like to see the near-surface air temperature data related to the ssp370 CO2 emissions scenario for the period from 245101 to 250012.,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,Please provide me with the near-surface air temperature data for the ssp370 CO2 emissions scenario covering the years 245101 through 250012.,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,I need to access the near-surface air temperature data regarding the ssp370 CO2 emissions scenario spanning from 245101 to 250012.,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,Can you show me the near-surface air temperature records for the ssp370 CO2 emissions scenario throughout the time interval of 245101 to 250012?,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,Kindly present the near-surface air temperature data associated with the ssp370 CO2 emissions scenario for the period 245101-250012.,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,I am interested in viewing the near-surface air temperature data for the ssp370 CO2 emissions scenario during the timeframe from 245101 to 250012.,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,Could you display the near-surface air temperature details for the ssp370 CO2 emissions scenario between 245101 and 250012?,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
279,Show me near-surface air temperature data for a ssp370 CO2 emissions scenario for 245101-250012,ssp370,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc
280,Show me precipitation data for a ssp370 CO2 emissions scenario for 201501-205012,ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,I would like to see the precipitation data for the ssp370 CO2 emissions scenario covering the period from January 2015 to December 2050.,ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,Provide me with the precipitation data related to the ssp370 CO2 emissions scenario from January 2015 to December 2050.,ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,Could you pull up the precipitation data for the ssp370 CO2 emissions scenario spanning January 2015 to December 2050?,ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,"I am interested in the precipitation data for the ssp370 CO2 emissions scenario, specifically for the time frame of January 2015 to December 2050.",ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,Show me the precipitation data corresponding to the ssp370 CO2 emissions scenario throughout the period ranging from January 2015 to December 2050.,ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,Kindly present the precipitation data associated with the ssp370 CO2 emissions scenario for the period between January 2015 and December 2050.,ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,I request to view the precipitation data for the ssp370 CO2 emissions scenario from January 2015 through December 2050.,ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,"Please display the precipitation data pertaining to the ssp370 CO2 emissions scenario, covering the timeframe of January 2015 to December 2050.",ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
280,I'd like to examine the precipitation data related to the ssp370 CO2 emissions scenario for the period starting from January 2015 and ending in December 2050.,ssp370,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc
281,Show me precipitation data for a ssp370 CO2 emissions scenario for 205101-210012,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,I would like to see the precipitation data related to the ssp370 CO2 emissions scenario for the time period between 205101 and 210012.,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,Can you provide me with the precipitation data for the ssp370 CO2 emissions scenario from 205101 to 210012?,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,I'm interested in viewing the precipitation data associated with the ssp370 CO2 emissions scenario covering the years 205101 to 210012.,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,Kindly show me the precipitation data corresponding to the ssp370 CO2 emissions scenario during the timeframe from 205101 to 210012.,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,I'd appreciate it if you could show me the precipitation data for the ssp370 CO2 emissions scenario across the period 205101-210012.,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,Please display the precipitation data for the ssp370 CO2 emissions scenario for the time range 205101-210012.,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,Could you provide me with the precipitation data for the ssp370 CO2 emissions scenario pertaining to the period 205101-210012?,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,Show me the precipitation data for the ssp370 CO2 emissions scenario within the timeframe of 205101 to 210012.,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
281,Show me precipitation data for a ssp370 CO2 emissions scenario for 205101-210012,ssp370,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc
282,Show me precipitation data for a ssp370 CO2 emissions scenario for 210101-215012,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,Display precipitation information for the ssp370 carbon dioxide emissions projection between the years 210101 and 215012.,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,Retrieve precipitation data for the ssp370 CO2 emissions scenario during the timeframe of 210101-215012.,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,Give me the precipitation data related to the ssp370 CO2 emissions forecast for the period 210101-215012.,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,Present the precipitation data concerning the ssp370 CO2 emissions scenario from 210101 to 215012.,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,Can you provide me with the precipitation statistics for the ssp370 CO2 emissions scenario from 210101 to 215012?,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,I am interested in the precipitation data corresponding to the ssp370 CO2 emissions scenario for the time frame 210101-215012.,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,Show precipitation data linked to the ssp370 CO2 emissions scenario for the period spanning 210101 and 215012.,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,I would like to see the precipitation information for the ssp370 CO2 emissions projection between 210101 and 215012.,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
282,Could you please show me the precipitation data associated with the ssp370 CO2 emissions scenario for the years 210101-215012?,ssp370,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc
283,Show me precipitation data for a ssp370 CO2 emissions scenario for 215101-220012,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,Please present the precipitation information pertaining to the ssp370 CO2 emissions scenario from the year 215101 to 220012.,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,I would like to see the precipitation data for the ssp370 CO2 emissions scenario during the period from 215101 to 220012.,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,Could you provide me with the precipitation data for the ssp370 CO2 emissions scenario from 215101 to 220012?,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,Show me the precipitation data corresponding to the ssp370 CO2 emissions scenario from 215101 through 220012.,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,I am interested in examining the precipitation data related to the ssp370 CO2 emissions scenario for the timeframe of 215101-220012.,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,I would appreciate it if you could display the precipitation data specific to the ssp370 CO2 emissions scenario for the time range 215101-220012.,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,Kindly show me the precipitation data for the ssp370 CO2 emissions scenario covering 215101 to 220012.,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,I am seeking the precipitation data for the ssp370 CO2 emissions scenario for the period between 215101 and 220012.,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
283,Can you show me the precipitation data related to the ssp370 CO2 emissions scenario from 215101 to 220012?,ssp370,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc
284,Show me precipitation data for a ssp370 CO2 emissions scenario for 220101-225012,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,I would like to see the precipitation information for the ssp370 CO2 emissions scenario spanning the years 220101 to 225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,Please provide the precipitation data corresponding to the ssp370 CO2 emissions scenario covering the period from 220101 to 225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,Can you display the precipitation data related to the ssp370 CO2 emissions scenario from the year 220101 to 225012?,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,Kindly show me the precipitation figures for the ssp370 CO2 emissions scenario for the interval 220101-225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,I am interested in the precipitation data for the ssp370 CO2 emissions scenario during the time frame of 220101 to 225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,Could you present the precipitation data pertaining to the ssp370 CO2 emissions scenario for the period 220101-225012?,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,I'd like to view the precipitation data associated with the ssp370 CO2 emissions scenario for the range from 220101 to 225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,Share with me the precipitation data for the ssp370 CO2 emissions scenario across the span of 220101 to 225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
284,Show me precipitation data for a ssp370 CO2 emissions scenario for 220101-225012,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc
285,Show me precipitation data for a ssp370 CO2 emissions scenario for 225101-230012,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,Can you display the precipitation information related to the ssp370 carbon dioxide emissions scenario spanning the time period from 225101 to 230012?,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,Please provide me with the precipitation data associated with the ssp370 CO2 emissions scenario between 225101 and 230012.,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,I am interested in viewing the precipitation data for the ssp370 CO2 emissions scenario covering the time frame from 225101 to 230012.,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,Could you show me the precipitation statistics for the ssp370 CO2 emissions scenario for the period of 225101 to 230012?,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,I would like to see the precipitation data for the ssp370 carbon dioxide emissions scenario considering the timeframe from 225101 to 230012.,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,Kindly present the precipitation figures pertaining to the ssp370 CO2 emissions scenario from 225101 to 230012.,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,I am curious to see the precipitation data for the ssp370 CO2 emissions scenario projected from 225101 to 230012.,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,Show me the precipitation data regarding the ssp370 CO2 emissions scenario from 225101 to 230012.,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
285,Please share the precipitation information corresponding to the ssp370 CO2 emissions scenario specifically for the period ranging from 225101 to 230012.,ssp370,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc
286,Show me precipitation data for a ssp370 CO2 emissions scenario for 230101-235012,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,I would like to see precipitation data for the ssp370 CO2 emissions scenario covering the period from 230101 to 235012.,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,Share with me the precipitation information related to the ssp370 CO2 emissions scenario occurring between 230101 and 235012.,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,I'm interested in the precipitation data for the ssp370 CO2 emissions scenario from 230101 to 235012.,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,Could you provide me with the precipitation data for the ssp370 CO2 emissions scenario regarding the time frame of 230101-235012?,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,Please present the precipitation data associated with the ssp370 CO2 emissions scenario for the period of 230101-235012.,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,I am looking for the precipitation data related to the ssp370 CO2 emissions scenario for the years 230101 to 235012.,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,Kindly show me the precipitation data for the ssp370 CO2 emissions scenario covering 230101-235012.,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,I'm searching for precipitation data specifically for the ssp370 CO2 emissions scenario within the timeframe of 230101-235012.,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
286,Show me precipitation data for a ssp370 CO2 emissions scenario for 230101-235012,ssp370,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc
287,Show me precipitation data for a ssp370 CO2 emissions scenario for 235101-240012,ssp370,pr,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_235101-240012.nc
