query_id,query,expected_scenario,expected_variable,expected_year_range,expected_file_path,predicted_scenario,predicted_variable,predicted_year_range,scenario_match,variable_match,year_range_match,file_path_match,success,error
2757,I would like to examine the near-surface air temperature data for the ssp370 CO2 emissions scenario covering the period 225101-230012,ssp370,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,tas,225101-230012,True,True,True,False,True,
2844,Kindly show me the precipitation figures for the ssp370 CO2 emissions scenario for the interval 220101-225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,pr,220101-225012,True,True,True,False,True,
2845,Could you present the precipitation data pertaining to the ssp370 CO2 emissions scenario for the period 220101-225012?,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,pr,220101-225012,True,True,True,False,True,
2758,Kindly show me the near-surface air temperature data for the ssp370 CO2 emissions scenario for the time range 225101-230012,ssp370,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,tas,225101-230012,True,True,True,False,True,
2888,Please exhibit the precipitation patterns for the ssp370 CO2 emissions scenario over the timeframe 240101-245012.,ssp370,pr,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,pr,240101-245012,True,True,True,False,True,
2889,Kindly provide me with the precipitation data for the ssp370 CO2 emissions case running from 240101 to 245012.,ssp370,pr,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,pr,240101-245012,True,True,True,False,True,
2847,I'd like to view the precipitation data associated with the ssp370 CO2 emissions scenario for the range from 220101 to 225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,pr,220101-225012,True,True,True,False,True,
2892,Present to me the precipitation data associated with the ssp370 CO2 emissions scenario during the period from 245101 to 250012,ssp370,pr,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,pr,245101-250012,True,True,True,False,True,
2894,I am requesting the precipitation data for the ssp370 CO2 emissions scenario covering the years 245101 to 250012,ssp370,pr,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,pr,245101-250012,True,True,True,False,True,
2890,I would like to see the precipitation information pertaining to a ssp370 CO2 emissions scenario ranging from 245101 to 250012,ssp370,pr,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,pr,245101-250012,True,True,True,False,True,
2945,Please provide the sea level pressure data for the specified ssp370 CO2 emissions scenario during the period 220101-225012.,ssp370,psl,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,psl,220101-225012,True,True,True,False,True,
2893,Could you please provide me with the precipitation data for the ssp370 CO2 emissions scenario from 245101 to 250012?,ssp370,pr,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,pr,245101-250012,True,True,True,False,True,
2949,Could you please show me the sea level pressure data corresponding to the ssp370 CO2 emissions scenario for the period of 220101-225012?,ssp370,psl,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,psl,220101-225012,True,True,True,False,True,
2991,I would like to see the sea level pressure data corresponding to the ssp370 CO2 emissions scenario throughout the time span of 245101-250012.,ssp370,psl,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,psl,245101-250012,True,True,True,False,True,
2994,Can you provide me with the sea level pressure data specifically for the ssp370 CO2 emissions scenario covering the period from 245101 to 250012?,ssp370,psl,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,psl,245101-250012,True,True,True,False,True,
2996,I request to examine the sea level pressure data for the ssp370 CO2 emissions scenario during the period 245101-250012.,ssp370,psl,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,psl,245101-250012,True,True,True,False,True,
2995,Present me with the sea level pressure data associated with the ssp370 CO2 emissions scenario for the timeframe between 245101 and 250012.,ssp370,psl,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,psl,245101-250012,True,True,True,False,True,
3082,Could you provide me with the sea surface temperature records for the ssp370 CO2 emissions scenario for the timeframe 240101-245012?,ssp370,tos,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,tos,240101-245012,True,True,True,False,True,
3080,Show me sea surface temperature data for a ssp370 CO2 emissions scenario for 240101-245012,ssp370,tos,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,tos,240101-245012,True,True,True,False,True,
3132,I am looking for the soil moisture content data set pertaining to the ssp370 CO2 emissions scenario for the timeframe of 215101-220012.,ssp370,mrso,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc,ssp370,"mrsos, mrso, mrsol",215101-220012,True,False,True,False,True,
3131,Provide me with the complete dataset on soil moisture content for the ssp370 CO2 emissions scenario spanning the period from 215101 to 220012.,ssp370,mrso,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc,ssp370,mrso,215101-220012,True,True,True,False,True,
3175,I would like to view the full soil moisture content dataset for the ssp370 CO2 emissions prediction scenario for the timeframe of 235101-240012.,ssp370,mrso,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_235101-240012.nc,ssp370,mrso,235101-240012,True,True,True,False,True,
3173,I'm interested in obtaining the entirety of data regarding soil moisture content for the ssp370 CO2 emissions model covering the span of 235101 to 240012.,ssp370,mrso,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_235101-240012.nc,ssp370,mrso,235101-240012,True,True,True,False,True,
3129,I'd like to view all the soil moisture content data for the ssp370 CO2 emissions scenario occurring between 210101 and 215012,ssp370,mrso,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc,ssp370,mrsos,210101-215012,True,False,True,False,True,
3084,I'd like to be shown the sea surface temperature data specifically for the ssp370 CO2 emissions scenario during the period of 240101-245012.,ssp370,tos,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,tos,240101-245012,True,True,True,False,True,
3180,Show me total soil moisture content data for a ssp370 CO2 emissions scenario for 240101-245012,ssp370,mrso,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,mrso,240101-245012,True,True,True,False,True,
3179,I request the total soil moisture content data associated with the ssp370 CO2 emissions scenario for the time frame 235101 to 240012.,ssp370,mrso,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_235101-240012.nc,ssp370,mrso,235101-240012,True,True,True,False,True,
3178,Kindly display the complete soil moisture content report for the ssp370 CO2 emissions projection during the period from 235101 until 240012.,ssp370,mrso,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_235101-240012.nc,ssp370,mrso,235101-240012,True,True,True,False,True,
3177,Show me the overall soil moisture content figures for the ssp370 CO2 emissions case across the time range of 235101 to 240012.,ssp370,mrso,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_235101-240012.nc,ssp370,mrso,235101-240012,True,True,True,False,True,
3181,I'm interested in viewing the comprehensive data on soil moisture content for the ssp370 CO2 emissions forecast covering the period 240101 to 245012.,ssp370,mrso,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,mrso,240101-245012,True,True,True,False,True,
3183,Please reveal the total soil moisture content data related to the ssp370 CO2 emissions scenario between 240101 and 245012.,ssp370,mrso,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,mrso,240101-245012,True,True,True,False,True,
3182,Could you display the complete soil moisture content information for the ssp370 CO2 emissions projection from 240101 to 245012?,ssp370,mrso,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,mrso,240101-245012,True,True,True,False,True,
3204,I would appreciate it if you could show me the total cloud coverage data regarding the ssp370 CO2 emissions scenario for the period starting from January 2015 to ending in December 2050.,ssp370,clt,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc,ssp370,clt,201501-205012,True,True,True,False,True,
3192,Can you provide me with the total soil moisture content data relating to the ssp370 CO2 emissions scenario for the time frame 245101-250012?,ssp370,mrso,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,mrso,245101-250012,True,True,True,False,True,
3200,Show me total cloud cover data for a ssp370 CO2 emissions scenario for 201501-205012,ssp370,clt,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc,ssp370,clt,201501-205012,True,True,True,False,True,
3212,What is the total cloud cover data for the ssp370 CO2 emissions scenario for the period of 205101-210012?,ssp370,clt,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc,ssp370,clt,205101-210012,True,True,True,False,True,
3235,Can you present the total cloud layer data for the ssp370 CO2 emissions scenario between 215101 and 220012?,ssp370,clt,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc,ssp370,clt,215101-220012,True,True,True,False,True,
3239,Show me total cloud cover data for a ssp370 CO2 emissions scenario for 220101-225012,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,clt,220101-225012,True,True,True,False,True,
3231,Can you display the total cloud ceiling data related to the ssp370 CO2 emissions forecast during 215101-220012?,ssp370,clt,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc,ssp370,clt,215101-220012,True,True,True,False,True,
3238,Could you display the total cloud cover information for the ssp370 CO2 emissions scenario concerning the period 215101-220012?,ssp370,clt,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_215101-220012.nc,ssp370,clt,215101-220012,True,True,True,False,True,
3243,Present me with the total cloud cover data for the ssp370 CO2 emissions projection during the period of 220101 to 225012.,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,clt,220101-225012,True,True,True,False,True,
3244,Kindly provide me with the complete details regarding cloud cover for the ssp370 CO2 emissions scenario from 220101 to 225012.,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,"cl, clt, cltc, cltisccp, cct",220101-225012,True,False,True,False,True,
3242,I want to see all cloud cover data pertaining to the ssp370 CO2 emissions scenario from 220101 to 225012.,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,"cl, clt, cltc, cltisccp, cct",220101-225012,True,False,True,False,True,
3241,Display the complete cloud coverage information related to the ssp370 CO2 emissions forecast for the period between 220101 and 225012.,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,"cl, clt, cltisccp, cltc",220101-225012,True,False,True,False,True,
3245,I am interested in viewing the entire cloud cover data associated with the ssp370 CO2 emissions scenario for the timeframe of 220101 to 225012.,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,"cl, clt, cltc, cltisccp, cct",220101-225012,True,False,True,False,True,
3246,Could you please show me the total cloud cover information regarding the ssp370 CO2 emissions scenario for the period from 220101 to 225012?,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,clt,220101-225012,True,True,True,False,True,
3248,Can you display the comprehensive cloud coverage data for the ssp370 CO2 emissions scenario covering the years 220101 to 225012?,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,clt,220101-225012,True,True,True,False,True,
3249,Show me total cloud cover data for a ssp370 CO2 emissions scenario for 220101-225012,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,clt,220101-225012,True,True,True,False,True,
3247,I need to access the total cloud cover data for the ssp370 CO2 emissions forecast from 220101 to 225012.,ssp370,clt,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ssp370,clt,220101-225012,True,True,True,False,True,
3251,Provide me with information on the extent of cloud cover for the ssp370 CO2 emissions scenario between 225101 and 230012.,ssp370,clt,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,"cl, clt, cltisccp, cltc",225101-230012,True,False,True,False,True,
3250,Show me total cloud cover data for a ssp370 CO2 emissions scenario for 225101-230012,ssp370,clt,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,clt,225101-230012,True,True,True,False,True,
3252,I am interested in the total cloud cover data related to the ssp370 CO2 emissions scenario within the time frame of 225101 to 230012.,ssp370,clt,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,clt,225101-230012,True,True,True,False,True,
3253,Display the complete cloud cover statistics for the ssp370 CO2 emissions scenario from 225101 to 230012.,ssp370,clt,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,"cl, cltisccp",225101-230012,True,False,True,False,True,
3255,I'd like to see the comprehensive cloud cover information for the ssp370 CO2 emissions scenario during the period of 225101 to 230012.,ssp370,clt,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,"cl, clt, cltc, cltisccp",225101-230012,True,False,True,False,True,
3305,Kindly provide me with the data on surface downwelling shortwave radiation corresponding to the ssp370 CO2 emissions scenario from January 2015 to December 2050.,ssp370,rsds,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc,ssp370,rsds,201501-205012,True,True,True,False,True,
3254,Could you present me with the data regarding total cloud cover for the ssp370 CO2 emissions scenario from 225101 to 230012?,ssp370,clt,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,clt,225101-230012,True,True,True,False,True,
3304,I would like to access the surface downwelling shortwave radiation data for the ssp370 CO2 emissions scenario for the period between January 2015 and December 2050.,ssp370,rsds,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc,ssp370,rsds,201501-205012,True,True,True,False,True,
3306,I am interested in viewing the surface downwelling shortwave radiation data specific to the ssp370 CO2 emissions scenario for the time range of January 2015 to December 2050.,ssp370,rsds,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_201501-205012.nc,ssp370,rsds,201501-205012,True,True,True,False,True,
3387,Could you assist me in obtaining the surface downwelling shortwave radiation measurements corresponding to the ssp370 CO2 emissions scenario from 240101 to 245012?,ssp370,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,rsds,240101-245012,True,True,True,False,True,
3391,I need to see the data on surface downwelling shortwave radiation for the ssp370 CO2 emissions scenario covering the time period from 245101 to 250012.,ssp370,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,rsds,245101-250012,True,True,True,False,True,
3462,I would like to see specific humidity data near the surface for the ssp370 CO2 emissions scenario covering the time period from 230101 to 235012.,ssp370,huss,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc,ssp370,huss,230101-235012,True,True,True,False,True,
3390,Show me surface downwelling shortwave radiation data for a ssp370 CO2 emissions scenario for 245101-250012,ssp370,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,rsds,245101-250012,True,True,True,False,True,
3463,Can you provide specific humidity data near the surface for the ssp370 CO2 emissions scenario from 230101 to 235012?,ssp370,huss,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc,ssp370,huss,230101-235012,True,True,True,False,True,
3466,I'd like to examine the near-surface specific humidity data for the ssp370 CO2 emissions scenario during the interval 230101-235012.,ssp370,huss,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc,ssp370,huss,230101-235012,True,True,True,False,True,
3467,Kindly present the specific humidity data near the surface regarding the ssp370 CO2 emissions scenario between 230101 and 235012.,ssp370,huss,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc,ssp370,huss,230101-235012,True,True,True,False,True,
3425,Please present the specific humidity measurements at the near-surface for the ssp370 CO2 emissions scenario covering the timeframe of 210101-215012.,ssp370,huss,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_210101-215012.nc,ssp370,huss,210101-215012,True,True,True,False,True,
3636,I'm looking for precipitation data regarding the ssp434 CO2 emissions scenario and its impact between 205101 and 210012.,ssp434,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,pr,205101-210012,True,True,True,False,True,
3635,Could you present the precipitation data for the ssp434 CO2 emissions scenario from 205101 to 210012?,ssp434,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,pr,205101-210012,True,True,True,False,True,
